title,published_time,channel_id,video_id
We Found Some Awesome Stuff Dumpster Diving | 150 Pounds Of Dog Food,2018-12-18T00:51:42Z,UCZZbzBbSCrnUGtF43B5WCTQ,k-DD0NVL8F4
UNREAL! MASSIVE HAUL OF FREE SHELF STABLE FOOD BY THE CASE!  The ULTIMATE in DUMPSTER DIVING!,2023-07-06T22:54:01Z,UCR4u4zBm37-uODgDlvsu7Bg,fwdj9sHyMH8
Dumspter Diving STOP 🛑 Food waste!  Snacks overloaded bins! More food to share.,2022-04-05T22:22:15Z,UCoipj8aAPltgy_2J2dHhs-g,pjwDYzrmmXM
Midnight in the Dumpster! Rescuing Food By The Case!,2022-03-18T01:39:37Z,UCR4u4zBm37-uODgDlvsu7Bg,VXBhjuDaT2U
"TONS of Free Food in the ALDI Dumpster! Oh Man, This Is A Good One!!",2018-12-18T21:33:41Z,UCR4u4zBm37-uODgDlvsu7Bg,SDB2uR4JWtQ
NICE SCORE! DUMPSTER DIVING AT ALDI ~,2023-06-01T03:51:51Z,UCR4u4zBm37-uODgDlvsu7Bg,BVPgayHeT7Q
Fantastic Dumpster Dive ~ BLIND BAGS and Tons of Free Food! FOREVER FREEGAN!,2019-06-02T00:33:03Z,UCR4u4zBm37-uODgDlvsu7Bg,tp8yQpQN5l8
DUMPSTER DIVING AT ALDI ~ FREE FOOD THE FILL THE FRIDGE AND FIRE UP THE GRILL!  FREEGAN FOREVER!,2023-05-06T15:54:15Z,UCR4u4zBm37-uODgDlvsu7Bg,LtzE1o0vwOs
Dumpster diving USA🇺🇸 puno ang pushcart! Nakapag-grocery c BFF from a single dumpster,2023-05-12T01:08:28Z,UCoipj8aAPltgy_2J2dHhs-g,3CbfgWBwt_I
♻️SÚPER MEGA HALLAZGO😱De CHOCOLATES Dulces Paletas y Mucho Mas/Dumpster Diving/Lo Que Tiran en USA🇺🇸,2021-03-05T22:23:22Z,UCyT9PfgHtgtohCHJJPGd0kQ,TO2n-fInln8
Dumpster Dive: JACKPOT ulit sa mga Chocolates. Sos Ginoo ko..Sobrang lalaki nila🍫🍫🍫,2023-03-28T23:48:01Z,UCshahIN7-Y5O7dVnNYe8mZw,CddF44xksDg
Dumpster Dive: Wow..😱😱 JACKPOT na JACKPOT sa mga nakukuhang CHOCOLATES🍫🍫@LowelaMulaTempel,2023-03-16T03:09:36Z,UCshahIN7-Y5O7dVnNYe8mZw,fyaRISXWUqQ
